2020-11-23T09:40:00.277666,2.5626,416.0214
2020-11-23T09:40:00.814264,2.3268,386.4726
2020-11-23T09:40:01.350660,2.3082,387.7740
2020-11-23T09:40:01.886779,2.7108,410.3352
2020-11-23T09:40:02.422847,2.8104,413.1702
2020-11-23T09:40:02.958865,2.7060,417.2958
2020-11-23T09:40:03.494823,2.3766,426.4326
2020-11-23T09:40:04.030836,2.2164,425.8062
2020-11-23T09:40:04.566884,2.3118,414.4824
2020-11-23T09:40:05.102750,2.8164,393.4440
2020-11-23T09:40:05.638773,2.9226,390.5496
2020-11-23T09:40:06.174874,2.9196,397.6452
2020-11-23T09:40:06.710947,2.9124,395.4906
2020-11-23T09:40:07.246955,2.7120,388.4490
2020-11-23T09:40:07.782968,2.6658,390.5550
2020-11-23T09:40:08.318870,2.9160,397.6560
2020-11-23T09:40:08.854814,3.1140,393.4062
2020-11-23T09:40:09.390776,3.0072,397.7100
2020-11-23T09:40:09.926799,2.7078,412.3440
2020-11-23T09:40:10.462764,2.6148,421.6806
2020-11-23T09:40:10.998711,3.0234,421.8642
2020-11-23T09:40:11.534647,3.2166,414.4824
2020-11-23T09:40:12.070658,3.3174,411.7500
2020-11-23T09:40:12.606704,3.1164,418.7484
2020-11-23T09:40:13.142630,2.9214,408.8340
2020-11-23T09:40:13.678656,2.8164,396.8082
2020-11-23T09:40:14.214614,2.7048,396.7542
2020-11-23T09:40:14.750652,2.6196,401.9490
2020-11-23T09:40:15.286690,2.5164,403.3692
2020-11-23T09:40:15.822725,2.3082,400.5018
2020-11-23T09:40:16.358762,2.2176,400.3938
2020-11-23T09:40:16.894859,2.1072,404.6976
2020-11-23T09:40:17.430880,2.0190,407.4624
2020-11-23T09:40:17.966932,2.1120,414.4932
2020-11-23T09:40:18.502606,2.3436,417.4200
2020-11-23T09:40:19.038578,2.3112,414.4338
2020-11-23T09:40:19.574665,2.2410,414.4932
2020-11-23T09:40:20.110745,2.2146,420.0930
2020-11-23T09:40:20.646755,2.4198,425.8278
2020-11-23T09:40:21.182672,2.4120,434.4354
2020-11-23T09:40:21.718708,2.5098,429.4998
2020-11-23T09:40:22.254727,2.5770,409.4226
2020-11-23T09:40:22.790771,2.5116,410.3352
2020-11-23T09:40:23.326716,2.9634,420.1416
2020-11-23T09:40:23.862804,2.8170,417.4092
2020-11-23T09:40:24.398834,2.9172,400.4154
2020-11-23T09:40:24.934877,2.9202,410.3028
2020-11-23T09:40:25.470909,3.3312,414.6444
2020-11-23T09:40:26.006991,3.5190,409.4928
2020-11-23T09:40:26.542919,3.3630,401.9976
2020-11-23T09:40:27.078946,3.1176,408.8556
2020-11-23T09:40:27.614906,3.3156,393.3414
2020-11-23T09:40:28.150863,3.5208,380.8026
2020-11-23T09:40:28.686652,3.6102,394.2486
2020-11-23T09:40:29.222661,3.6096,393.4224
2020-11-23T09:40:29.758744,3.5970,392.1210
2020-11-23T09:40:30.294837,3.4140,393.4278
2020-11-23T09:40:30.830800,3.4164,404.7300
2020-11-23T09:40:31.366681,3.9048,411.7770
2020-11-23T09:40:31.902716,3.7158,406.0854
2020-11-23T09:40:32.438729,3.3192,418.8726
2020-11-23T09:40:32.974822,3.2118,414.5688
2020-11-23T09:40:33.510908,3.2148,404.7030
2020-11-23T09:40:34.046923,3.1320,404.7354
2020-11-23T09:40:34.582986,3.1170,407.4732
2020-11-23T09:40:35.119058,3.1188,410.3190
2020-11-23T09:40:35.655055,3.0174,411.7554
2020-11-23T09:40:36.191019,3.0150,417.4200
2020-11-23T09:40:36.726843,3.0300,422.3340
2020-11-23T09:40:37.262698,3.3126,424.4508
2020-11-23T09:40:37.798750,3.4308,425.8548
2020-11-23T09:40:38.334753,3.2616,424.4778
2020-11-23T09:40:38.870767,3.2118,421.6914
2020-11-23T09:40:39.406665,3.2178,421.6644
2020-11-23T09:40:39.942625,3.2130,414.3258
2020-11-23T09:40:40.478597,3.2112,413.1378
2020-11-23T09:40:41.014445,3.1200,408.3102
2020-11-23T09:40:41.550456,3.0180,400.4046
2020-11-23T09:40:42.086456,2.9196,390.5496
2020-11-23T09:40:42.622476,2.9142,403.3908
2020-11-23T09:40:43.158513,3.3168,423.1008
2020-11-23T09:40:43.694551,3.3204,419.0346
2020-11-23T09:40:44.230417,3.0174,422.2962
2020-11-23T09:40:44.766481,2.9238,420.2226
2020-11-23T09:40:45.302406,2.7612,410.3406
2020-11-23T09:40:45.838108,3.0102,410.3622
2020-11-23T09:40:46.374137,3.4122,407.4624
2020-11-23T09:40:46.910008,3.6186,410.2866
2020-11-23T09:40:47.446171,3.9114,404.6976
2020-11-23T09:40:47.982215,3.5184,423.8028
2020-11-23T09:40:48.518303,3.5214,406.9764
2020-11-23T09:40:49.054241,3.4212,404.7246
2020-11-23T09:40:49.590217,3.1236,407.4840
2020-11-23T09:40:50.126129,2.8200,401.8518
2020-11-23T09:40:50.662012,2.7084,389.1510
2020-11-23T09:40:51.197936,2.8260,381.7260
2020-11-23T09:40:51.733964,2.6910,389.3616
